#units are si,,,,,,,,,,,,,
time,1,2,3,4,5,6,7,8,9,10,11,12,13
309600.0,0.0,-62.2237151,-52.36487789,-111.1242977,-39.16442663,-26.55959247,-21.57198657,0.0,-42.29138602,-28.67151945,-63.40229435,0.0,0
311400.0,0.0,-62.6143649,-52.35946824,-110.8189884,-38.9302863,-26.51690043,-21.56052981,0.0,-42.57948157,-28.70746575,-63.57950346,0.0,0
313200.0,0.0,-61.76216275,-51.88289845,-110.8102213,-38.59867594,-26.40898881,-21.51905952,0.0,-42.03988255,-28.33608323,-63.64247182,0.0,0
315000.0,0.0,-63.24495051,-52.39131975,-110.7836129,-37.34542177,-26.31917644,-21.58921574,0.0,-43.18225415,-29.55100891,-62.73055809,0.0,0
316800.0,0.0,-62.37317792,-52.45655138,-111.1666171,-37.45147589,-26.3994121,-21.55672732,0.0,-42.51315605,-28.69147579,-63.8618451,0.0,0
318600.0,0.0,-64.0053377,-52.37850417,-111.3593812,-36.18837071,-26.2652637,-21.53257947,0.0,-42.96880492,-29.39162829,-63.89819859,0.0,0
320400.0,0.0,-63.95318477,-52.4317212,-111.4069493,-38.51799709,-26.19529142,-21.63626889,0.0,-42.9760131,-29.2877359,-63.99270991,0.0,0
322200.0,0.0,-64.34951242,-51.93564538,-111.4332419,-39.65252765,-26.28370581,-21.75472548,0.0,-43.17445953,-29.78321272,-64.07416567,0.0,0
324000.0,0.0,-68.19896835,-52.12125398,-111.4132127,-39.64911919,-26.39207412,-21.25763408,0.0,-43.69744666,-30.0147649,-64.0719529,0.0,0
325800.0,0.0,-67.09691432,-52.18371223,-111.5312202,-39.12477316,-26.61027594,-21.44321927,0.0,-43.13894639,-29.31907633,-64.12064298,0.0,0
327600.0,0.0,-65.75103215,-52.17791475,-111.5049313,-39.8309294,-26.56210738,-21.4372256,0.0,-42.71446027,-28.67346328,-64.1390461,0.0,0
329400.0,0.0,-65.11520563,-52.19082443,-111.4709039,-39.50553129,-26.63594471,-21.47764894,0.0,-42.45365473,-28.35870557,-64.23798179,0.0,0
331200.0,0.0,-67.21739725,-52.23416865,-111.5160801,-36.41798135,-26.47553816,-21.49839765,0.0,-43.50012741,-29.35979315,-64.04292135,0.0,0
333000.0,0.0,-64.58087755,-51.9527863,-111.4683267,-39.40981549,-26.65713692,-21.53174324,0.0,-42.36357605,-28.15440042,-64.16546863,0.0,0
334800.0,0.0,-64.60559616,-51.6307804,-111.5142091,-39.47437349,-26.87039178,-21.45861262,0.0,-42.38479188,-28.13121878,-64.10572226,0.0,0
336600.0,0.0,-64.8297546,-51.69657964,-111.5176785,-36.5175048,-26.87866189,-21.56252718,0.0,-42.44442165,-28.22093621,-64.14295349,0.0,0
338400.0,0.0,-61.91170163,-51.66124834,-111.528784,-36.65340975,-26.89030161,-21.52588949,0.0,-41.38064592,-26.82714811,-64.16780549,0.0,0
340200.0,0.0,-62.82983228,-50.59549395,-111.5800102,-37.45670688,-26.95613596,-21.49538639,0.0,-41.79755372,-27.22648374,-64.2414141,0.0,0
342000.0,0.0,-63.09734582,-50.21287464,-110.1776671,-37.39077962,-26.91950918,-21.50497702,0.0,-41.99962103,-27.3685508,-64.30363337,0.0,0
343800.0,0.0,-64.00634104,-51.05882639,-109.3472186,-25.8577346,-26.93204213,-21.47386923,0.0,-42.41839578,-27.71441107,-64.20023152,0.0,0
